;codigo_ibge;codigo;municipio;uf;codigo_uf;capital;latitude;longitude;UTI adulto I;UTI adulto II;UTI adulto III;UTI coronariana tipo II -UCO tipo II;UTI coronariana tipo III - UCO tipo III;UTI de Queimados;UTI pediátrica I;UTI pediátrica II;UTI pediátrica III;Unidade isolamento;Total
0;3550308.0;355030;São Paulo;SP;35;1.0;-23.5329;-46.6395;1406;822;1125;109;10;36;243;190;326;358;4625
1;3304557.0;330455;Rio de Janeiro;RJ;33;1.0;-22.9129;-43.2003;980;647;640;33;18;27;79;141;58;169;2792
2;3106200.0;310620;Belo Horizonte;MG;31;1.0;-19.9102;-43.9266;170;725;175;38;0;11;52;79;43;64;1357
3;5300108.0;530010;Brasília;DF;53;1.0;-15.7795;-47.9297;353;418;146;34;34;14;34;106;28;85;1252
4;2611606.0;261160;Recife;PE;26;1.0;-8.046660000000001;-34.8771;224;516;133;47;0;2;25;99;23;75;1144
5;2927408.0;292740;Salvador;BA;29;1.0;-12.9718;-38.5011;9;703;173;8;21;4;0;125;12;75;1130
6;4314902.0;431490;Porto Alegre;RS;43;1.0;-30.0318;-51.2065;42;117;451;0;8;4;0;35;100;118;875
7;5208707.0;520870;Goiânia;GO;52;1.0;-16.6864;-49.2643;146;474;10;20;0;15;15;86;0;52;818
8;2304400.0;230440;Fortaleza;CE;23;1.0;-3.71664;-38.5423;73;386;83;18;13;0;8;89;8;49;727
9;4106902.0;410690;Curitiba;PR;41;1.0;-25.4195;-49.2646;47;256;169;0;0;5;0;7;64;68;616
10;1302603.0;130260;Manaus;AM;13;1.0;-3.11866;-60.0212;46;197;28;10;10;0;17;118;5;116;547
11;3509502.0;350950;Campinas;SP;35;0.0;-22.9053;-47.0659;130;174;79;20;0;0;19;21;36;27;506
12;1501402.0;150140;Belém;PA;15;1.0;-1.4554;-48.4898;101;215;26;10;10;0;10;45;18;71;506
13;5103403.0;510340;Cuiabá;MT;51;1.0;-15.601;-56.0974;71;221;46;16;0;0;16;48;8;34;460
14;2111300.0;211130;São Luís;MA;21;1.0;-2.53874;-44.2825;113;219;25;0;0;0;0;19;30;18;424
15;2408102.0;240810;Natal;RN;24;1.0;-5.79357;-35.1986;71;196;19;7;0;0;4;38;0;26;361
16;2507507.0;250750;João Pessoa;PB;25;1.0;-7.11509;-34.8641;8;145;61;20;5;6;4;42;9;48;348
17;3547809.0;354780;Santo André;SP;35;0.0;-23.6737;-46.5432;174;113;12;0;0;0;13;17;0;14;343
18;4104204.0;410420;Campo Largo;PR;41;0.0;-25.4525;-49.529;0;266;25;10;0;0;0;25;12;0;338
19;5002704.0;500270;Campo Grande;MS;50;1.0;-20.4486;-54.6295;17;115;92;23;16;0;0;22;16;8;309
20;3303302.0;330330;Niterói;RJ;33;0.0;-22.8832;-43.1034;103;81;36;20;10;0;22;10;0;26;308
21;3548708.0;354870;São Bernardo do Campo;SP;35;0.0;-23.6914;-46.5646;71;34;114;8;0;0;12;7;10;28;284
22;3549805.0;354980;São José do Rio Preto;SP;35;0.0;-20.8113;-49.3758;26;57;129;0;14;0;0;6;39;4;275
23;2800308.0;280030;Aracaju;SE;28;1.0;-10.9091;-37.0677;56;118;57;0;0;0;2;17;3;21;274
24;3549904.0;354990;São José dos Campos;SP;35;0.0;-23.1896;-45.8841;18;116;66;14;2;5;3;19;5;18;266
25;3170206.0;317020;Uberlândia;MG;31;0.0;-18.9141;-48.2749;0;140;52;15;19;2;0;9;13;13;263
26;3301009.0;330100;Campos dos Goytacazes;RJ;33;0.0;-21.7622;-41.3181;4;173;31;0;0;0;1;10;16;14;249
27;3205309.0;320530;Vitória;ES;32;1.0;-20.3155;-40.3128;25;150;0;8;0;6;28;18;0;12;247
28;3543402.0;354340;Ribeirão Preto;SP;35;0.0;-21.1699;-47.8099;43;70;42;16;0;2;18;3;23;28;245
29;3548500.0;354850;Santos;SP;35;0.0;-23.9535;-46.335;55;63;79;10;0;0;5;16;10;5;243
30;3548807.0;354880;São Caetano do Sul;SP;35;0.0;-23.6229;-46.5548;109;60;36;0;0;0;18;10;0;8;241
31;4113700.0;411370;Londrina;PR;41;0.0;-23.304;-51.1691;61;12;102;0;0;7;9;0;27;18;236
32;3136702.0;313670;Juiz de Fora;MG;31;0.0;-21.7595;-43.3398;4;156;30;20;0;0;0;18;0;4;232
33;2704302.0;270430;Maceió;AL;27;1.0;-9.66599;-35.735;42;121;11;0;0;0;4;29;4;19;230
34;4205407.0;420540;Florianópolis;SC;42;1.0;-27.5945;-48.5477;37;66;62;0;0;6;6;20;0;32;229
35;3301702.0;330170;Duque de Caxias;RJ;33;0.0;-22.7858;-43.3049;25;77;38;12;0;0;10;11;36;16;225
36;2211001.0;221100;Teresina;PI;22;1.0;-5.09194;-42.8034;25;96;28;0;0;0;0;32;2;37;220
37;3552205.0;355220;Sorocaba;SP;35;0.0;-23.4969;-47.4451;24;114;30;0;0;3;6;18;10;13;218
38;3518800.0;351880;Guarulhos;SP;35;0.0;-23.4538;-46.5333;55;108;0;0;0;0;7;34;0;14;218
39;1100205.0;110020;Porto Velho;RO;11;1.0;-8.760769999999999;-63.8999;26;138;0;3;0;0;3;24;0;10;204
40;4115200.0;411520;Maringá;PR;41;0.0;-23.4205;-51.9333;17;126;13;11;10;0;0;19;0;4;200
41;3205002.0;320500;Serra;ES;32;0.0;-20.121;-40.3074;0;155;0;9;0;8;0;5;0;3;180
42;3304904.0;330490;São Gonçalo;RJ;33;0.0;-22.8268;-43.0634;41;94;10;0;0;0;10;17;0;6;178
43;3303906.0;330390;Petrópolis;RJ;33;0.0;-22.52;-43.1926;25;70;62;0;0;0;2;0;3;14;176
44;2504009.0;250400;Campina Grande;PB;25;0.0;-7.22196;-35.8731;38;88;0;0;0;0;16;14;0;9;165
45;3538709.0;353870;Piracicaba;SP;35;0.0;-22.7338;-47.6476;22;41;54;20;0;0;0;5;9;12;163
46;3306305.0;330630;Volta Redonda;RJ;33;0.0;-22.5202;-44.0996;12;102;4;0;0;2;6;20;0;10;156
47;3530607.0;353060;Mogi das Cruzes;SP;35;0.0;-23.5208;-46.1854;30;48;0;10;0;0;6;37;0;19;150
48;4209102.0;420910;Joinville;SC;42;0.0;-26.3045;-48.8487;28;49;19;0;0;2;5;20;0;23;146
49;4104808.0;410480;Cascavel;PR;41;0.0;-24.9573;-53.459;30;86;0;3;0;0;3;12;0;10;144
50;3506003.0;350600;Bauru;SP;35;0.0;-22.3246;-49.0871;32;68;0;9;0;4;4;20;0;5;142
51;2105302.0;210530;Imperatriz;MA;21;0.0;-5.51847;-47.4777;0;104;0;0;0;0;0;19;0;12;135
52;3525904.0;352590;Jundiaí;SP;35;0.0;-23.1852;-46.8974;0;90;4;5;5;1;0;14;7;4;130
53;3534401.0;353440;Osasco;SP;35;0.0;-23.5324;-46.7916;20;88;0;0;0;0;10;8;0;3;129
54;2312908.0;231290;Sobral;CE;23;0.0;-3.689130000000002;-40.3482;0;83;0;10;0;0;10;20;0;0;123
55;2933307.0;293330;Vitória da Conquista;BA;29;0.0;-14.8615;-40.8442;0;94;0;0;0;0;0;15;0;13;122
56;2604106.0;260410;Caruaru;PE;26;0.0;-8.28455;-35.9699;0;81;0;10;0;0;0;10;0;21;122
57;4305108.0;430510;Caxias do Sul;RS;43;0.0;-29.1629;-51.1792;10;86;0;4;0;0;0;15;5;0;120
58;5201108.0;520110;Anápolis;GO;52;0.0;-16.3281;-48.953;0;88;0;0;0;3;0;24;0;4;119
59;1721000.0;172100;Palmas;TO;17;1.0;-10.24;-48.3558;18;36;21;1;0;6;0;18;9;9;118
60;2408003.0;240800;Mossoró;RN;24;0.0;-5.18374;-37.3474;0;105;0;0;0;0;0;10;0;0;115
61;3205200.0;320520;Vila Velha;ES;32;0.0;-20.3417;-40.2875;0;86;0;10;0;0;0;15;0;3;114
62;2700300.0;270030;Arapiraca;AL;27;0.0;-9.75487;-36.6615;25;35;30;0;10;0;0;10;0;1;111
63;4316907.0;431690;Santa Maria;RS;43;0.0;-29.6868;-53.8149;0;56;40;0;0;0;0;14;0;0;110
64;3541406.0;354140;Presidente Prudente;SP;35;0.0;-22.1207;-51.3925;28;50;0;0;0;1;6;0;0;25;110
65;3303500.0;330350;Nova Iguaçu;RJ;33;0.0;-22.7556;-43.4603;22;46;0;0;0;0;20;5;9;7;109
66;3529005.0;352900;Marília;SP;35;0.0;-22.2171;-49.9501;0;83;0;2;0;2;0;13;0;7;107
67;4304606.0;430460;Canoas;RS;43;0.0;-29.9128;-51.1857;0;28;37;0;0;0;0;0;10;26;101
68;3302205.0;330220;Itaperuna;RJ;33;0.0;-21.1997;-41.8799;0;65;27;0;0;0;0;4;0;2;98
69;4314407.0;431440;Pelotas;RS;43;0.0;-31.7649;-52.3371;5;67;0;0;0;0;0;10;0;16;98
70;1500800.0;150080;Ananindeua;PA;15;0.0;-1.36391;-48.3743;0;66;0;0;0;2;0;15;0;13;96
71;3170107.0;317010;Uberaba;MG;31;0.0;-19.7472;-47.9381;0;63;10;0;0;0;0;14;0;8;95
72;3201209.0;320120;Cachoeiro de Itapemirim;ES;32;0.0;-20.8462;-41.1198;7;61;0;0;0;0;1;23;0;3;95
73;2910800.0;291080;Feira de Santana;BA;29;0.0;-12.2664;-38.9663;16;40;0;0;0;0;0;28;0;11;95
74;5201405.0;520140;Aparecida de Goiânia;GO;52;0.0;-16.8198;-49.2469;10;59;0;4;0;0;0;18;0;3;94
75;3302403.0;330240;Macaé;RJ;33;0.0;-22.3768;-41.7848;17;47;10;0;0;0;5;6;0;9;94
76;4314100.0;431410;Passo Fundo;RS;43;0.0;-28.2576;-52.4091;9;60;10;0;0;0;0;13;0;0;92
77;3143302.0;314330;Montes Claros;MG;31;0.0;-16.7282;-43.8578;0;81;0;0;0;6;0;4;0;0;91
78;4119905.0;411990;Ponta Grossa;PR;41;0.0;-25.0916;-50.1668;0;71;0;0;0;0;0;4;0;15;90
79;3505500.0;350550;Barretos;SP;35;0.0;-20.5531;-48.5698;18;26;30;0;0;0;0;0;8;6;88
80;2610707.0;261070;Paulista;PE;26;0.0;-7.934010000000002;-34.8684;10;75;0;0;0;0;0;0;0;3;88
81;3524402.0;352440;Jacareí;SP;35;0.0;-23.2983;-45.9658;9;60;0;0;0;0;0;13;0;3;85
82;5003702.0;500370;Dourados;MS;50;0.0;-22.2231;-54.812;15;54;0;0;0;0;1;10;0;4;84
83;3151800.0;315180;Poços de Caldas;MG;31;0.0;-21.78;-46.5692;11;55;0;0;0;0;6;2;0;9;83
84;2611101.0;261110;Petrolina;PE;26;0.0;-9.38866;-40.5027;9;58;0;4;0;0;2;8;0;1;82
85;4202404.0;420240;Blumenau;SC;42;0.0;-26.9155;-49.0709;0;25;40;0;0;0;0;10;5;0;80
86;4104006.0;410400;Campina Grande do Sul;PR;41;0.0;-25.3044;-49.0551;0;58;0;10;0;0;0;10;0;2;80
87;3122306.0;312230;Divinópolis;MG;31;0.0;-20.1446;-44.8912;17;39;20;0;0;0;0;2;2;0;80
88;4101507.0;410150;Arapongas;PR;41;0.0;-23.4153;-51.4259;0;11;68;0;0;0;0;0;0;0;79
89;3143906.0;314390;Muriaé;MG;31;0.0;-21.13;-42.3693;0;63;0;0;0;0;0;6;0;8;77
90;3144805.0;314480;Nova Lima;MG;31;0.0;-19.9758;-43.8509;0;27;20;0;0;0;0;11;9;10;77
91;3127701.0;312770;Governador Valadares;MG;31;0.0;-18.8545;-41.9555;29;38;0;0;0;0;0;0;0;7;74
92;3526902.0;352690;Limeira;SP;35;0.0;-22.566;-47.397;17;35;0;0;0;12;0;7;0;2;73
93;4108304.0;410830;Foz do Iguaçu;PR;41;0.0;-25.5427;-54.5827;0;58;0;0;0;0;0;8;0;5;71
94;1200401.0;120040;Rio Branco;AC;12;1.0;-9.97499;-67.8243;0;41;0;0;0;0;0;11;0;19;71
95;3118601.0;311860;Contagem;MG;31;0.0;-19.9321;-44.0539;0;55;0;0;0;0;0;10;0;5;70
96;3148004.0;314800;Patos de Minas;MG;31;0.0;-18.5699;-46.5013;7;59;0;0;0;0;0;3;0;0;69
97;4216602.0;421660;São José;SC;42;0.0;-27.6136;-48.6366;0;33;20;0;0;0;0;0;9;6;68
98;3300704.0;330070;Cabo Frio;RJ;33;0.0;-22.8894;-42.0286;33;22;0;0;0;0;0;2;0;11;68
99;4128104.0;412810;Umuarama;PR;41;0.0;-23.7656;-53.3201;0;54;0;3;0;0;0;4;0;7;68
100;3518404.0;351840;Guaratinguetá;SP;35;0.0;-22.8075;-45.1938;0;54;0;2;0;6;3;0;0;2;67
101;1600303.0;160030;Macapá;ap;16;1.0;0.034934;-51.0694;20;20;0;0;0;0;0;10;0;17;67
102;5107602.0;510760;Rondonópolis;MT;51;0.0;-16.4673;-54.6372;0;49;0;0;0;0;0;10;0;6;65
103;3304201.0;330420;Resende;RJ;33;0.0;-22.4705;-44.4509;0;19;16;0;6;0;0;5;0;19;65
104;3201506.0;320150;Colatina;ES;32;0.0;-19.5493;-40.6269;8;44;0;0;0;0;4;0;0;9;65
105;3513801.0;351380;Diadema;SP;35;0.0;-23.6813;-46.6205;12;28;0;0;0;0;9;9;0;6;64
106;2513703.0;251370;Santa Rita;PB;25;0.0;-7.11724;-34.9753;0;30;0;10;0;0;0;10;0;12;62
107;3525300.0;352530;Jaú;SP;35;0.0;-22.2936;-48.5592;0;55;0;0;0;0;0;6;0;1;62
108;3554102.0;355410;Taubaté;SP;35;0.0;-23.0104;-45.5593;9;40;0;0;0;0;0;13;0;0;62
109;3529401.0;352940;Mauá;SP;35;0.0;-23.6677;-46.4613;8;48;0;0;0;0;0;4;0;1;61
110;3548906.0;354890;São Carlos;SP;35;0.0;-22.0174;-47.886;4;30;9;0;0;0;0;5;2;11;61
111;3518701.0;351870;Guarujá;SP;35;0.0;-23.9888;-46.258;0;38;12;0;0;0;0;4;0;7;61
112;3516200.0;351620;Franca;SP;35;0.0;-20.5352;-47.4039;8;10;28;0;0;0;2;5;5;3;61
113;3106705.0;310670;Betim;MG;31;0.0;-19.9668;-44.2008;0;39;0;0;0;0;0;18;0;3;60
114;4204608.0;420460;Criciúma;SC;42;0.0;-28.6723;-49.3729;0;54;0;0;0;0;0;3;0;2;59
115;3201308.0;320130;Cariacica;ES;32;0.0;-20.2632;-40.4165;6;38;0;10;0;2;0;0;0;2;58
116;3131307.0;313130;Ipatinga;MG;31;0.0;-19.4703;-42.5476;0;40;10;0;0;0;0;5;0;3;58
117;2307304.0;230730;Juazeiro do Norte;CE;23;0.0;-7.1962100000000015;-39.3076;6;50;0;0;0;0;0;0;0;2;58
118;3204906.0;320490;São Mateus;ES;32;0.0;-18.7214;-39.8579;19;19;0;10;0;0;5;0;0;4;57
119;3300407.0;330040;Barra Mansa;RJ;33;0.0;-22.5481;-44.1752;25;18;0;0;0;0;0;7;0;6;56
120;5214507.0;521450;Nerópolis;GO;52;0.0;-16.4047;-49.2227;0;50;0;0;0;0;0;0;0;5;55
121;2914802.0;291480;Itabuna;BA;29;0.0;-14.7876;-39.2781;0;29;0;13;0;0;0;10;0;3;55
122;2913606.0;291360;Ilhéus;BA;29;0.0;-14.793;-39.046;0;52;0;0;0;0;0;0;0;3;55
123;2607901.0;260790;Jaboatão dos Guararapes;PE;26;0.0;-8.11298;-35.015;5;50;0;0;0;0;0;0;0;0;55
124;1400100.0;140010;Boa Vista;RR;14;1.0;2.82384;-60.6753;5;20;0;0;0;0;0;11;0;18;54
125;3505708.0;350570;Barueri;SP;35;0.0;-23.5057;-46.879;13;20;0;0;0;0;2;8;0;10;53
126;3507605.0;350760;Bragança Paulista;SP;35;0.0;-22.9527;-46.5419;10;30;0;0;0;0;0;4;0;8;52
127;3556206.0;355620;Valinhos;SP;35;0.0;-22.9698;-46.9974;46;0;0;0;0;0;3;0;0;2;51
128;3147907.0;314790;Passos;MG;31;0.0;-20.7193;-46.609;0;37;0;10;0;0;0;4;0;0;51
129;4310207.0;431020;Ijuí;RS;43;0.0;-28.388;-53.92;10;24;0;4;0;0;0;4;0;9;51
130;4218707.0;421870;Tubarão;SC;42;0.0;-28.4713;-49.0144;10;30;0;0;0;0;2;0;4;5;51
131;4315602.0;431560;Rio Grande;RS;43;0.0;-32.0349;-52.1071;0;34;0;2;0;0;0;10;0;5;51
132;3152501.0;315250;Pouso Alegre;MG;31;0.0;-22.2266;-45.9389;5;35;0;0;0;0;0;10;0;1;51
133;3105608.0;310560;Barbacena;MG;31;0.0;-21.2214;-43.7703;0;40;0;0;0;0;0;2;0;8;50
134;4313409.0;431340;Novo Hamburgo;RS;43;0.0;-29.6875;-51.1328;5;29;10;0;0;0;0;6;0;0;50
135;5218805.0;521880;Rio Verde;GO;52;0.0;-17.7923;-50.9192;0;45;0;0;0;0;0;0;0;5;50
136;3511102.0;351110;Catanduva;SP;35;0.0;-21.1314;-48.977;0;33;0;2;0;3;0;9;0;0;47
137;1702109.0;170210;Araguaína;TO;17;0.0;-7.19238;-48.2044;0;29;0;0;0;6;0;11;0;0;46
138;2919207.0;291920;Lauro de Freitas;BA;29;0.0;-12.8978;-38.321;33;10;0;0;0;0;0;0;0;3;46
139;3170701.0;317070;Varginha;MG;31;0.0;-21.5556;-45.4364;2;44;0;0;0;0;0;0;0;0;46
140;5108402.0;510840;Várzea Grande;MT;51;0.0;-15.6458;-56.1322;0;33;0;0;0;0;0;3;0;9;45
141;2207702.0;220770;Parnaíba;PI;22;0.0;-2.90585;-41.7754;11;32;0;0;0;0;0;0;0;2;45
142;3522505.0;352250;Itapevi;SP;35;0.0;-23.5488;-46.9327;0;25;0;0;0;0;0;10;0;10;45
143;2928703.0;292870;Santo Antônio de Jesus;BA;29;0.0;-12.9614;-39.2584;10;32;0;0;0;0;0;0;0;2;44
144;3502804.0;350280;Araçatuba;SP;35;0.0;-21.2076;-50.4401;8;20;0;0;0;0;5;3;0;8;44
145;2610004.0;261000;Palmares;PE;26;0.0;-8.68423;-35.589;0;30;0;0;0;0;0;5;0;9;44
146;2602902.0;260290;Cabo de Santo Agostinho;PE;26;0.0;-8.28218;-35.0253;10;30;0;0;0;0;0;0;0;4;44
147;4208203.0;420820;Itajaí;SC;42;0.0;-26.9101;-48.6705;0;30;0;0;0;1;0;8;0;4;43
148;3507506.0;350750;Botucatu;SP;35;0.0;-22.8837;-48.4437;5;0;30;0;0;0;0;0;7;1;43
149;3543907.0;354390;Rio Claro;SP;35;0.0;-22.3984;-47.5546;4;30;0;0;0;0;0;4;0;5;43
150;3520509.0;352050;Indaiatuba;SP;35;0.0;-23.0816;-47.2101;14;23;0;0;0;0;6;0;0;0;43
151;3501608.0;350160;Americana;SP;35;0.0;-22.7374;-47.3331;0;27;9;0;0;0;0;6;0;0;42
152;3203205.0;320320;Linhares;ES;32;0.0;-19.3946;-40.0643;10;18;0;10;0;0;0;0;0;4;42
153;3101607.0;310160;Alfenas;MG;31;0.0;-21.4256;-45.9477;7;20;0;0;0;0;0;10;0;5;42
154;1506807.0;150680;Santarém;PA;15;0.0;-2.4384900000000003;-54.6996;0;27;0;0;0;0;0;10;0;4;41
155;2609600.0;260960;Olinda;PE;26;0.0;-8.01017;-34.8545;0;25;0;16;0;0;0;0;0;0;41
156;4108403.0;410840;Francisco Beltrão;PR;41;0.0;-26.0817;-53.0535;0;35;0;0;0;0;0;0;0;5;40
157;4109401.0;410940;Guarapuava;PR;41;0.0;-25.3902;-51.4623;0;24;0;6;0;0;0;4;0;6;40
158;5107958.0;510795;Tangará da Serra;MT;51;0.0;-14.6229;-57.4933;10;24;0;0;0;0;4;0;0;2;40
159;2301901.0;230190;Barbalha;CE;23;0.0;-7.2982;-39.3021;0;18;0;10;0;0;0;7;0;4;39
160;1504208.0;150420;Marabá;PA;15;0.0;-5.38075;-49.1327;0;20;0;0;0;0;0;9;0;10;39
161;4202008.0;420200;Balneário Camboriú;SC;42;0.0;-26.9926;-48.6352;0;20;10;0;0;0;0;0;0;9;39
162;2918407.0;291840;Juazeiro;BA;29;0.0;-9.41622;-40.5033;4;26;0;7;0;0;1;0;0;0;38
163;3503208.0;350320;Araraquara;SP;35;0.0;-21.7845;-48.178;14;18;0;0;0;0;3;3;0;0;38
164;3169901.0;316990;Ubá;MG;31;0.0;-21.1204;-42.9359;0;27;0;0;0;0;0;4;0;7;38
165;3306206.0;330620;Vassouras;RJ;33;0.0;-22.4059;-43.6686;0;35;0;0;0;0;0;0;0;3;38
166;3168606.0;316860;Teófilo Otoni;MG;31;0.0;-17.8595;-41.5087;10;20;0;5;0;0;0;1;0;1;37
167;4127700.0;412770;Toledo;PR;41;0.0;-24.7246;-53.7412;7;29;0;0;0;0;0;0;0;1;37
168;1100049.0;110004;Cacoal;RO;11;0.0;-11.4343;-61.4562;10;18;0;0;0;0;0;9;0;0;37
169;3303401.0;330340;Nova Friburgo;RJ;33;0.0;-22.2932;-42.5377;0;28;0;0;0;0;0;0;0;9;37
170;3152105.0;315210;Ponte Nova;MG;31;0.0;-20.4111;-42.8978;0;30;0;0;0;0;0;0;0;6;36
171;4301602.0;430160;Bagé;RS;43;0.0;-31.3297;-54.0999;0;26;0;0;0;0;0;10;0;0;36
172;2918001.0;291800;Jequié;BA;29;0.0;-13.8509;-40.0877;0;36;0;0;0;0;0;0;0;0;36
173;5102504.0;510250;Cáceres;MT;51;0.0;-16.0764;-57.6818;0;26;0;0;0;0;10;0;0;0;36
174;4208906.0;420890;Jaraguá do Sul;SC;42;0.0;-26.4851;-49.0713;0;30;0;0;0;0;0;6;0;0;36
175;4209300.0;420930;Lages;SC;42;0.0;-27.815;-50.3259;0;20;0;0;0;0;0;7;0;9;36
176;4104303.0;410430;Campo Mourão;PR;41;0.0;-24.0463;-52.378;0;30;0;0;0;0;0;3;0;3;36
177;4118501.0;411850;Pato Branco;PR;41;0.0;-26.2292;-52.6706;1;21;0;2;0;0;0;10;0;1;35
178;2931350.0;293135;Teixeira de Freitas;BA;29;0.0;-17.5399;-39.74;0;2;30;0;0;0;0;0;0;3;35
179;3131703.0;313170;Itabira;MG;31;0.0;-19.6239;-43.2312;0;30;0;0;0;0;0;0;0;5;35
180;2304202.0;230420;Crato;CE;23;0.0;-7.2153;-39.4103;15;20;0;0;0;0;0;0;0;0;35
181;5205109.0;520510;Catalão;GO;52;0.0;-18.1656;-47.944;0;28;0;0;0;0;0;2;0;5;35
182;3522208.0;352220;Itapecerica da Serra;SP;35;0.0;-23.7161;-46.8572;0;20;0;0;0;0;0;6;0;8;34
183;4317202.0;431720;Santa Rosa;RS;43;0.0;-27.8702;-54.4796;4;20;0;0;0;0;0;10;0;0;34
184;3503307.0;350330;Araras;SP;35;0.0;-22.3572;-47.3842;10;0;11;0;4;0;1;0;3;5;34
185;2103000.0;210300;Caxias;MA;21;0.0;-4.86505;-43.3617;0;20;0;0;0;0;0;6;0;7;33
186;3510609.0;351060;Carapicuíba;SP;35;0.0;-23.5235;-46.8407;6;20;0;0;0;0;0;6;0;1;33
187;1506138.0;150613;Redenção;PA;15;0.0;-8.02529;-50.0317;11;9;0;0;0;0;0;5;0;7;32
188;2311405.0;231140;Quixeramobim;CE;23;0.0;-5.19067;-39.2889;0;30;0;0;0;0;0;0;0;2;32
189;2208007.0;220800;Picos;PI;22;0.0;-7.077210000000001;-41.467;0;0;5;0;0;0;15;0;7;5;32
190;3504008.0;350400;Assis;SP;35;0.0;-22.66;-50.4183;6;21;0;0;0;0;1;3;0;1;32
191;4125704.0;412570;São Miguel do Iguaçu;PR;41;0.0;-25.3492;-54.2405;0;20;0;0;0;0;0;0;0;12;32
192;2600054.0;260005;Abreu e Lima;PE;26;0.0;-7.90072;-34.8984;32;0;0;0;0;0;0;0;0;0;32
193;3132404.0;313240;Itajubá;MG;31;0.0;-22.4225;-45.4598;0;28;0;0;0;0;0;3;0;0;31
194;4311403.0;431140;Lajeado;RS;43;0.0;-29.4591;-51.9644;0;20;0;0;0;0;0;4;0;7;31
195;3167202.0;316720;Sete Lagoas;MG;31;0.0;-19.4569;-44.2413;0;28;0;0;0;0;0;1;0;2;31
196;4111506.0;411150;Ivaiporã;PR;41;0.0;-24.2485;-51.6754;0;21;0;0;0;0;0;5;0;5;31
197;4126256.0;412625;Sarandi;PR;41;0.0;-23.4441;-51.87600000000001;0;27;0;0;0;0;0;4;0;0;31
198;3513009.0;351300;Cotia;SP;35;0.0;-23.6022;-46.919;18;10;0;0;0;0;0;0;0;3;31
199;5107909.0;510790;Sinop;MT;51;0.0;-11.8604;-55.5091;0;22;0;0;0;0;0;0;0;8;30
200;1505536.0;150553;Parauapebas;PA;15;0.0;-6.06781;-49.9037;0;10;10;0;0;0;0;0;0;10;30
201;4106407.0;410640;Cornélio Procópio;PR;41;0.0;-23.1829;-50.6498;9;20;0;0;0;0;0;0;0;1;30
202;3541000.0;354100;Praia Grande;SP;35;0.0;-24.0084;-46.4121;0;20;0;0;0;0;0;10;0;0;30
203;3305802.0;330580;Teresópolis;RJ;33;0.0;-22.4165;-42.9752;0;30;0;0;0;0;0;0;0;0;30
204;3104007.0;310400;Araxá;MG;31;0.0;-19.5902;-46.9438;2;27;0;0;0;0;0;0;0;0;29
205;3148103.0;314810;Patrocínio;MG;31;0.0;-18.9379;-46.9934;0;26;0;0;0;0;0;0;0;3;29
206;3516408.0;351640;Franco da Rocha;SP;35;0.0;-23.3229;-46.729;10;11;0;0;0;0;0;0;0;8;29
207;3534708.0;353470;Ourinhos;SP;35;0.0;-22.9797;-49.8697;0;21;0;2;0;0;0;6;0;0;29
208;4302105.0;430210;Bento Gonçalves;RS;43;0.0;-29.1662;-51.5165;0;20;0;0;0;0;0;9;0;0;29
209;4307005.0;430700;Erechim;RS;43;0.0;-27.6364;-52.2697;0;19;0;0;0;0;0;10;0;0;29
210;3113404.0;311340;Caratinga;MG;31;0.0;-19.7868;-42.1292;0;28;0;0;0;0;0;0;0;0;28
211;4204202.0;420420;Chapecó;SC;42;0.0;-27.1004;-52.6152;3;20;0;0;0;0;0;5;0;0;28
212;5107040.0;510704;Primavera do Leste;MT;51;0.0;-15.544;-54.2811;0;22;0;0;0;0;0;0;0;6;28
213;3555000.0;355500;Tupã;SP;35;0.0;-21.9335;-50.5191;0;27;0;0;0;0;0;0;0;0;27
214;3164704.0;316470;São Sebastião do Paraíso;MG;31;0.0;-20.9167;-46.9837;0;22;0;0;0;0;0;5;0;0;27
215;3162500.0;316250;São João del Rei;MG;31;0.0;-21.1311;-44.2526;0;20;0;0;0;0;0;3;0;4;27
216;3113305.0;311330;Carangola;MG;31;0.0;-20.7343;-42.0313;0;26;0;0;0;0;0;0;0;1;27
217;1709500.0;170950;Gurupi;TO;17;0.0;-11.7279;-49.06800000000001;3;18;0;0;0;0;0;2;0;3;26
218;2510808.0;251080;Patos;PB;25;0.0;-7.01743;-37.2747;6;12;0;0;0;0;0;6;0;2;26
219;2606002.0;260600;Garanhuns;PE;26;0.0;-8.882430000000003;-36.4966;5;21;0;0;0;0;0;0;0;0;26
220;4214805.0;421480;Rio do Sul;SC;42;0.0;-27.2156;-49.643;0;20;0;0;0;0;0;2;0;4;26
221;1100023.0;110002;Ariquemes;RO;11;0.0;-9.90571;-63.0325;0;19;0;0;0;0;0;5;0;2;26
222;3300100.0;330010;Angra dos Reis;RJ;33;0.0;-23.0011;-44.3196;6;17;0;0;0;0;0;0;0;3;26
223;3523909.0;352390;Itu;SP;35;0.0;-23.2544;-47.2927;0;20;0;0;0;6;0;0;0;0;26
224;3138203.0;313820;Lavras;MG;31;0.0;-21.248;-45.0009;0;20;0;0;0;0;0;3;0;2;25
225;1505502.0;150550;Paragominas;PA;15;0.0;-3.00212;-47.3527;0;20;0;0;0;0;0;0;0;5;25
226;3300209.0;330020;Araruama;RJ;33;0.0;-22.8697;-42.3326;0;16;0;0;0;0;0;4;0;5;25
